Country,Doc Code,Doc Title,Top Group,Asset Element,Variant / Type,Asset Name,Permitted Materials (England),NH References,Uniclass_Co_Code,Uniclass_Co_Desc,Uniclass_En_Code,Uniclass_En_Desc,Uniclass_SL_Code,Uniclass_SL_Desc,Uniclass_EF_Code,Uniclass_EF_Desc,Uniclass_Ss_Code,Uniclass_Ss_Desc,Uniclass_Pr_Code,Uniclass_Pr_Desc
England,CC/CP 202,Flexible pavement construction,Pavements,Rehabilitation,patch repair,Rehabilitation - patch repair,"Asphalt mixes: AC 32 base, AC 20 binder, SMA 10, HRA, PA; BS EN 13108 with PD 6691; NH Appendix 7/1",CD 534; SHW Appendix 7/1,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_05_06,Asphalt concrete paving systems,,
England,CC/CP 202,Flexible pavement construction,Pavements,Rehabilitation,crack & seat,Rehabilitation - crack & seat,"Asphalt mixes: AC 32 base, AC 20 binder, SMA 10, HRA, PA; BS EN 13108 with PD 6691; NH Appendix 7/1",CD 534; SHW Appendix 7/1,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_05_06,Asphalt concrete paving systems,,
England,CC/CP 202,Flexible pavement construction,Pavements,Rehabilitation,slab stabilization,Rehabilitation - slab stabilization,"Asphalt mixes: AC 32 base, AC 20 binder, SMA 10, HRA, PA; BS EN 13108 with PD 6691; NH Appendix 7/1",CD 534; SHW Appendix 7/1,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_05_06,Asphalt concrete paving systems,,
England,CC/CP 202,Flexible pavement construction,Pavements,Surface treatments,micro-surfacing,Surface treatments - micro-surfacing,"Asphalt mixes: AC 32 base, AC 20 binder, SMA 10, HRA, PA; BS EN 13108 with PD 6691; NH Appendix 7/1",CD 534; SHW Appendix 7/1,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_05_06,Asphalt concrete paving systems,,
England,CC/CP 202,Flexible pavement construction,Pavements,Surface treatments,slurry seal,Surface treatments - slurry seal,"Asphalt mixes: AC 32 base, AC 20 binder, SMA 10, HRA, PA; BS EN 13108 with PD 6691; NH Appendix 7/1",CD 534; SHW Appendix 7/1,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_05_06,Asphalt concrete paving systems,,
England,CC/CP 202,Flexible pavement construction,Pavements,Surface treatments,surface dressing,Surface treatments - surface dressing,"Asphalt mixes: AC 32 base, AC 20 binder, SMA 10, HRA, PA; BS EN 13108 with PD 6691; NH Appendix 7/1",CD 534; SHW Appendix 7/1,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_05_06,Asphalt concrete paving systems,,
England,CC/CP 202,Flexible pavement construction,Pavements,Surface treatments,HFS,Surface treatments - HFS,"Asphalt mixes: AC 32 base, AC 20 binder, SMA 10, HRA, PA; BS EN 13108 with PD 6691; NH Appendix 7/1",CD 534; SHW Appendix 7/1,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_05_06,Asphalt concrete paving systems,,
England,CC/CP 202,Flexible pavement construction,Pavements,Ancillaries,road studs,Ancillaries - road studs,"Asphalt mixes: AC 32 base, AC 20 binder, SMA 10, HRA, PA; BS EN 13108 with PD 6691; NH Appendix 7/1",CD 534; SHW Appendix 7/1,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_05_06,Asphalt concrete paving systems,,
England,CC/CP 202,Flexible pavement construction,Pavements,Ancillaries,thermocouples,Ancillaries - thermocouples,"Asphalt mixes: AC 32 base, AC 20 binder, SMA 10, HRA, PA; BS EN 13108 with PD 6691; NH Appendix 7/1",CD 534; SHW Appendix 7/1,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_05_06,Asphalt concrete paving systems,,
England,CC/CP 202,Flexible pavement construction,Pavements,Ancillaries,embedded sensors,Ancillaries - embedded sensors,"Asphalt mixes: AC 32 base, AC 20 binder, SMA 10, HRA, PA; BS EN 13108 with PD 6691; NH Appendix 7/1",CD 534; SHW Appendix 7/1,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_05_06,Asphalt concrete paving systems,,
England,CC/CP 203,Rigid pavement construction,Pavements,Foundations,capping,Foundations - capping,"Concrete: PQC jointed, CRCP, lean mix; BS EN 13877; BS EN 206/BS 8500; NH Appendix 7/1",CD 534; SHW Appendix 7/1,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 203,Rigid pavement construction,Pavements,Foundations,Type 1 sub-base,Foundations - Type 1 sub-base,"Concrete: PQC jointed, CRCP, lean mix; BS EN 13877; BS EN 206/BS 8500; NH Appendix 7/1",CD 534; SHW Appendix 7/1,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 203,Rigid pavement construction,Pavements,Foundations,CBGM,Foundations - CBGM,"Concrete: PQC jointed, CRCP, lean mix; BS EN 13877; BS EN 206/BS 8500; NH Appendix 7/1",CD 534; SHW Appendix 7/1,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 203,Rigid pavement construction,Pavements,Foundations,HMB/HBM,Foundations - HMB/HBM,"Concrete: PQC jointed, CRCP, lean mix; BS EN 13877; BS EN 206/BS 8500; NH Appendix 7/1",CD 534; SHW Appendix 7/1,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 203,Rigid pavement construction,Pavements,Flexible layers,base AC 32,Flexible layers - base AC 32,"Concrete: PQC jointed, CRCP, lean mix; BS EN 13877; BS EN 206/BS 8500; NH Appendix 7/1",CD 534; SHW Appendix 7/1,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 203,Rigid pavement construction,Pavements,Flexible layers,binder AC 20,Flexible layers - binder AC 20,"Concrete: PQC jointed, CRCP, lean mix; BS EN 13877; BS EN 206/BS 8500; NH Appendix 7/1",CD 534; SHW Appendix 7/1,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 203,Rigid pavement construction,Pavements,Flexible layers,surface SMA 10,Flexible layers - surface SMA 10,"Concrete: PQC jointed, CRCP, lean mix; BS EN 13877; BS EN 206/BS 8500; NH Appendix 7/1",CD 534; SHW Appendix 7/1,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 203,Rigid pavement construction,Pavements,Flexible layers,HRA,Flexible layers - HRA,"Concrete: PQC jointed, CRCP, lean mix; BS EN 13877; BS EN 206/BS 8500; NH Appendix 7/1",CD 534; SHW Appendix 7/1,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 203,Rigid pavement construction,Pavements,Flexible layers,PA,Flexible layers - PA,"Concrete: PQC jointed, CRCP, lean mix; BS EN 13877; BS EN 206/BS 8500; NH Appendix 7/1",CD 534; SHW Appendix 7/1,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 203,Rigid pavement construction,Pavements,Rigid layers,PQC jointed,Rigid layers - PQC jointed,"Concrete: PQC jointed, CRCP, lean mix; BS EN 13877; BS EN 206/BS 8500; NH Appendix 7/1",CD 534; SHW Appendix 7/1,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 203,Rigid pavement construction,Pavements,Rigid layers,CRCP,Rigid layers - CRCP,"Concrete: PQC jointed, CRCP, lean mix; BS EN 13877; BS EN 206/BS 8500; NH Appendix 7/1",CD 534; SHW Appendix 7/1,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 203,Rigid pavement construction,Pavements,Rigid layers,lean mix base,Rigid layers - lean mix base,"Concrete: PQC jointed, CRCP, lean mix; BS EN 13877; BS EN 206/BS 8500; NH Appendix 7/1",CD 534; SHW Appendix 7/1,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 203,Rigid pavement construction,Pavements,Joints & seals,saw-cut & seal,Joints & seals - saw-cut & seal,"Concrete: PQC jointed, CRCP, lean mix; BS EN 13877; BS EN 206/BS 8500; NH Appendix 7/1",CD 534; SHW Appendix 7/1,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 203,Rigid pavement construction,Pavements,Joints & seals,overbanding,Joints & seals - overbanding,"Concrete: PQC jointed, CRCP, lean mix; BS EN 13877; BS EN 206/BS 8500; NH Appendix 7/1",CD 534; SHW Appendix 7/1,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 203,Rigid pavement construction,Pavements,Joints & seals,longitudinal tie,Joints & seals - longitudinal tie,"Concrete: PQC jointed, CRCP, lean mix; BS EN 13877; BS EN 206/BS 8500; NH Appendix 7/1",CD 534; SHW Appendix 7/1,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 203,Rigid pavement construction,Pavements,Joints & seals,transverse contraction,Joints & seals - transverse contraction,"Concrete: PQC jointed, CRCP, lean mix; BS EN 13877; BS EN 206/BS 8500; NH Appendix 7/1",CD 534; SHW Appendix 7/1,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 203,Rigid pavement construction,Pavements,Rehabilitation,plane & inlay,Rehabilitation - plane & inlay,"Concrete: PQC jointed, CRCP, lean mix; BS EN 13877; BS EN 206/BS 8500; NH Appendix 7/1",CD 534; SHW Appendix 7/1,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 203,Rigid pavement construction,Pavements,Rehabilitation,patch repair,Rehabilitation - patch repair,"Concrete: PQC jointed, CRCP, lean mix; BS EN 13877; BS EN 206/BS 8500; NH Appendix 7/1",CD 534; SHW Appendix 7/1,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 203,Rigid pavement construction,Pavements,Rehabilitation,crack & seat,Rehabilitation - crack & seat,"Concrete: PQC jointed, CRCP, lean mix; BS EN 13877; BS EN 206/BS 8500; NH Appendix 7/1",CD 534; SHW Appendix 7/1,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 203,Rigid pavement construction,Pavements,Rehabilitation,slab stabilization,Rehabilitation - slab stabilization,"Concrete: PQC jointed, CRCP, lean mix; BS EN 13877; BS EN 206/BS 8500; NH Appendix 7/1",CD 534; SHW Appendix 7/1,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 203,Rigid pavement construction,Pavements,Surface treatments,micro-surfacing,Surface treatments - micro-surfacing,"Concrete: PQC jointed, CRCP, lean mix; BS EN 13877; BS EN 206/BS 8500; NH Appendix 7/1",CD 534; SHW Appendix 7/1,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 203,Rigid pavement construction,Pavements,Surface treatments,slurry seal,Surface treatments - slurry seal,"Concrete: PQC jointed, CRCP, lean mix; BS EN 13877; BS EN 206/BS 8500; NH Appendix 7/1",CD 534; SHW Appendix 7/1,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 203,Rigid pavement construction,Pavements,Surface treatments,surface dressing,Surface treatments - surface dressing,"Concrete: PQC jointed, CRCP, lean mix; BS EN 13877; BS EN 206/BS 8500; NH Appendix 7/1",CD 534; SHW Appendix 7/1,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 203,Rigid pavement construction,Pavements,Surface treatments,HFS,Surface treatments - HFS,"Concrete: PQC jointed, CRCP, lean mix; BS EN 13877; BS EN 206/BS 8500; NH Appendix 7/1",CD 534; SHW Appendix 7/1,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 203,Rigid pavement construction,Pavements,Ancillaries,road studs,Ancillaries - road studs,"Concrete: PQC jointed, CRCP, lean mix; BS EN 13877; BS EN 206/BS 8500; NH Appendix 7/1",CD 534; SHW Appendix 7/1,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 203,Rigid pavement construction,Pavements,Ancillaries,thermocouples,Ancillaries - thermocouples,"Concrete: PQC jointed, CRCP, lean mix; BS EN 13877; BS EN 206/BS 8500; NH Appendix 7/1",CD 534; SHW Appendix 7/1,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 203,Rigid pavement construction,Pavements,Ancillaries,embedded sensors,Ancillaries - embedded sensors,"Concrete: PQC jointed, CRCP, lean mix; BS EN 13877; BS EN 206/BS 8500; NH Appendix 7/1",CD 534; SHW Appendix 7/1,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 204,Pavement surface treatments,Pavements,Foundations,capping,Foundations - capping,"Surface treatments: HFS (calcined bauxite), micro-surfacing, slurry seal, surface dressing; BBA HAPAS certs",CD 534; BBA HAPAS,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 204,Pavement surface treatments,Pavements,Foundations,Type 1 sub-base,Foundations - Type 1 sub-base,"Surface treatments: HFS (calcined bauxite), micro-surfacing, slurry seal, surface dressing; BBA HAPAS certs",CD 534; BBA HAPAS,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 204,Pavement surface treatments,Pavements,Foundations,CBGM,Foundations - CBGM,"Surface treatments: HFS (calcined bauxite), micro-surfacing, slurry seal, surface dressing; BBA HAPAS certs",CD 534; BBA HAPAS,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 204,Pavement surface treatments,Pavements,Foundations,HMB/HBM,Foundations - HMB/HBM,"Surface treatments: HFS (calcined bauxite), micro-surfacing, slurry seal, surface dressing; BBA HAPAS certs",CD 534; BBA HAPAS,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 204,Pavement surface treatments,Pavements,Flexible layers,base AC 32,Flexible layers - base AC 32,"Surface treatments: HFS (calcined bauxite), micro-surfacing, slurry seal, surface dressing; BBA HAPAS certs",CD 534; BBA HAPAS,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 204,Pavement surface treatments,Pavements,Flexible layers,binder AC 20,Flexible layers - binder AC 20,"Surface treatments: HFS (calcined bauxite), micro-surfacing, slurry seal, surface dressing; BBA HAPAS certs",CD 534; BBA HAPAS,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 204,Pavement surface treatments,Pavements,Flexible layers,surface SMA 10,Flexible layers - surface SMA 10,"Surface treatments: HFS (calcined bauxite), micro-surfacing, slurry seal, surface dressing; BBA HAPAS certs",CD 534; BBA HAPAS,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 204,Pavement surface treatments,Pavements,Flexible layers,HRA,Flexible layers - HRA,"Surface treatments: HFS (calcined bauxite), micro-surfacing, slurry seal, surface dressing; BBA HAPAS certs",CD 534; BBA HAPAS,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 204,Pavement surface treatments,Pavements,Flexible layers,PA,Flexible layers - PA,"Surface treatments: HFS (calcined bauxite), micro-surfacing, slurry seal, surface dressing; BBA HAPAS certs",CD 534; BBA HAPAS,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 204,Pavement surface treatments,Pavements,Rigid layers,PQC jointed,Rigid layers - PQC jointed,"Surface treatments: HFS (calcined bauxite), micro-surfacing, slurry seal, surface dressing; BBA HAPAS certs",CD 534; BBA HAPAS,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,Ss_30_65_95_30,Bridge expansion joint systems,,
England,CC/CP 204,Pavement surface treatments,Pavements,Rigid layers,CRCP,Rigid layers - CRCP,"Surface treatments: HFS (calcined bauxite), micro-surfacing, slurry seal, surface dressing; BBA HAPAS certs",CD 534; BBA HAPAS,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 204,Pavement surface treatments,Pavements,Rigid layers,lean mix base,Rigid layers - lean mix base,"Surface treatments: HFS (calcined bauxite), micro-surfacing, slurry seal, surface dressing; BBA HAPAS certs",CD 534; BBA HAPAS,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 204,Pavement surface treatments,Pavements,Joints & seals,saw-cut & seal,Joints & seals - saw-cut & seal,"Surface treatments: HFS (calcined bauxite), micro-surfacing, slurry seal, surface dressing; BBA HAPAS certs",CD 534; BBA HAPAS,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,Ss_30_65_95_30,Bridge expansion joint systems,,
England,CC/CP 204,Pavement surface treatments,Pavements,Joints & seals,overbanding,Joints & seals - overbanding,"Surface treatments: HFS (calcined bauxite), micro-surfacing, slurry seal, surface dressing; BBA HAPAS certs",CD 534; BBA HAPAS,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,Ss_30_65_95_30,Bridge expansion joint systems,,
England,CC/CP 204,Pavement surface treatments,Pavements,Joints & seals,longitudinal tie,Joints & seals - longitudinal tie,"Surface treatments: HFS (calcined bauxite), micro-surfacing, slurry seal, surface dressing; BBA HAPAS certs",CD 534; BBA HAPAS,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,Ss_30_65_95_30,Bridge expansion joint systems,,
England,CC/CP 204,Pavement surface treatments,Pavements,Joints & seals,transverse contraction,Joints & seals - transverse contraction,"Surface treatments: HFS (calcined bauxite), micro-surfacing, slurry seal, surface dressing; BBA HAPAS certs",CD 534; BBA HAPAS,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,Ss_30_65_95_30,Bridge expansion joint systems,,
England,CC/CP 204,Pavement surface treatments,Pavements,Rehabilitation,plane & inlay,Rehabilitation - plane & inlay,"Surface treatments: HFS (calcined bauxite), micro-surfacing, slurry seal, surface dressing; BBA HAPAS certs",CD 534; BBA HAPAS,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 204,Pavement surface treatments,Pavements,Rehabilitation,patch repair,Rehabilitation - patch repair,"Surface treatments: HFS (calcined bauxite), micro-surfacing, slurry seal, surface dressing; BBA HAPAS certs",CD 534; BBA HAPAS,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 204,Pavement surface treatments,Pavements,Rehabilitation,crack & seat,Rehabilitation - crack & seat,"Surface treatments: HFS (calcined bauxite), micro-surfacing, slurry seal, surface dressing; BBA HAPAS certs",CD 534; BBA HAPAS,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 204,Pavement surface treatments,Pavements,Rehabilitation,slab stabilization,Rehabilitation - slab stabilization,"Surface treatments: HFS (calcined bauxite), micro-surfacing, slurry seal, surface dressing; BBA HAPAS certs",CD 534; BBA HAPAS,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 204,Pavement surface treatments,Pavements,Surface treatments,micro-surfacing,Surface treatments - micro-surfacing,"Surface treatments: HFS (calcined bauxite), micro-surfacing, slurry seal, surface dressing; BBA HAPAS certs",CD 534; BBA HAPAS,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 204,Pavement surface treatments,Pavements,Surface treatments,slurry seal,Surface treatments - slurry seal,"Surface treatments: HFS (calcined bauxite), micro-surfacing, slurry seal, surface dressing; BBA HAPAS certs",CD 534; BBA HAPAS,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 204,Pavement surface treatments,Pavements,Surface treatments,surface dressing,Surface treatments - surface dressing,"Surface treatments: HFS (calcined bauxite), micro-surfacing, slurry seal, surface dressing; BBA HAPAS certs",CD 534; BBA HAPAS,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 204,Pavement surface treatments,Pavements,Surface treatments,HFS,Surface treatments - HFS,"Surface treatments: HFS (calcined bauxite), micro-surfacing, slurry seal, surface dressing; BBA HAPAS certs",CD 534; BBA HAPAS,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 204,Pavement surface treatments,Pavements,Ancillaries,road studs,Ancillaries - road studs,"Surface treatments: HFS (calcined bauxite), micro-surfacing, slurry seal, surface dressing; BBA HAPAS certs",CD 534; BBA HAPAS,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 204,Pavement surface treatments,Pavements,Ancillaries,thermocouples,Ancillaries - thermocouples,"Surface treatments: HFS (calcined bauxite), micro-surfacing, slurry seal, surface dressing; BBA HAPAS certs",CD 534; BBA HAPAS,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 204,Pavement surface treatments,Pavements,Ancillaries,embedded sensors,Ancillaries - embedded sensors,"Surface treatments: HFS (calcined bauxite), micro-surfacing, slurry seal, surface dressing; BBA HAPAS certs",CD 534; BBA HAPAS,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 205,Maintenance of asphalt-surfaced pavements,Pavement Maintenance,Governance requirement,spec/procedure,Governance requirement - spec/procedure,"Asphalt patching, planing, crack sealing; materials per CC/CP 202",CD 534; Maintenance Manuals,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_05_06,Asphalt concrete paving systems,,
England,CC/CP 206,Maintenance of concrete pavement layers,Pavement Maintenance,Governance requirement,spec/procedure,Governance requirement - spec/procedure,"Concrete slab replacement, joint repairs; concrete per CC/CP 203",CD 534; Concrete Repair Guidance,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 207,"Footway, cycle track, paved area, kerb & steps",Footways & Kerbs,Kerbs,HB2,Kerbs - HB2,"Kerbs (HB2, SP), edgings, paving flags, tactile paving; BS EN 1340/1339/1338",CD 534; CD 239 (Kerbs & Footways),Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_30_60_95,Vehicular pavements,Ss_30_14_05_06,Asphalt concrete paving systems,Pr_25_93_45_18,Concrete kerbs
England,CC/CP 207,"Footway, cycle track, paved area, kerb & steps",Footways & Kerbs,Kerbs,SP,Kerbs - SP,"Kerbs (HB2, SP), edgings, paving flags, tactile paving; BS EN 1340/1339/1338",CD 534; CD 239 (Kerbs & Footways),Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_30_60_95,Vehicular pavements,Ss_30_14_05_06,Asphalt concrete paving systems,Pr_25_93_45_18,Concrete kerbs
England,CC/CP 207,"Footway, cycle track, paved area, kerb & steps",Footways & Kerbs,Kerbs,transition,Kerbs - transition,"Kerbs (HB2, SP), edgings, paving flags, tactile paving; BS EN 1340/1339/1338",CD 534; CD 239 (Kerbs & Footways),Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_30_60_95,Vehicular pavements,Ss_30_14_05_06,Asphalt concrete paving systems,Pr_25_93_45_18,Concrete kerbs
England,CC/CP 207,"Footway, cycle track, paved area, kerb & steps",Footways & Kerbs,Kerbs,dropped kerb,Kerbs - dropped kerb,"Kerbs (HB2, SP), edgings, paving flags, tactile paving; BS EN 1340/1339/1338",CD 534; CD 239 (Kerbs & Footways),Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_30_60_95,Vehicular pavements,Ss_30_14_05_06,Asphalt concrete paving systems,Pr_25_93_45_18,Concrete kerbs
England,CC/CP 207,"Footway, cycle track, paved area, kerb & steps",Footways & Kerbs,Kerbs,channel,Kerbs - channel,"Kerbs (HB2, SP), edgings, paving flags, tactile paving; BS EN 1340/1339/1338",CD 534; CD 239 (Kerbs & Footways),Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_30_60_95,Vehicular pavements,Ss_30_14_05_06,Asphalt concrete paving systems,Pr_25_93_45_18,Concrete kerbs
England,CC/CP 207,"Footway, cycle track, paved area, kerb & steps",Footways & Kerbs,Edgings,precast concrete,Edgings - precast concrete,"Kerbs (HB2, SP), edgings, paving flags, tactile paving; BS EN 1340/1339/1338",CD 534; CD 239 (Kerbs & Footways),Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,Pr_25_93_45_18,Concrete kerbs
England,CC/CP 207,"Footway, cycle track, paved area, kerb & steps",Footways & Kerbs,Edgings,natural stone,Edgings - natural stone,"Kerbs (HB2, SP), edgings, paving flags, tactile paving; BS EN 1340/1339/1338",CD 534; CD 239 (Kerbs & Footways),Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_05_06,Asphalt concrete paving systems,Pr_25_93_45_18,Concrete kerbs
England,CC/CP 207,"Footway, cycle track, paved area, kerb & steps",Footways & Kerbs,Edgings,recycled composite,Edgings - recycled composite,"Kerbs (HB2, SP), edgings, paving flags, tactile paving; BS EN 1340/1339/1338",CD 534; CD 239 (Kerbs & Footways),Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_05_06,Asphalt concrete paving systems,Pr_25_93_45_18,Concrete kerbs
